1855,4549
3846,2230
3378,2361
1519,1699
3810,3598
3982,600
892,405
4411,4779
1235,2588
3894,2383
276,963
2824,752
3878,3598
3751,3307
1777,1542
3988,4819
4253,1803
2568,1349
3238,1839
2698,3401
4305,556
1058,827
1310,1671
1262,3012
4402,2428
4265,1597
665,466
1068,1141
1377,917
4799,1647
1291,1395
3182,2001
1376,514
4175,4150
1437,2340
2035,2127
886,2149
1537,4986
841,1541
4349,3457
958,2574
2961,3073
1,3002
897,3043
2388,450
1213,279
2486,681
1633,526
2048,1080
4772,106
2508,1856
1845,4663
3619,920
1913,4402
373,2124
2498,3786
1659,2729
458,3376
3140,1458
602,4569
3600,1090
766,4631
4609,2846
911,356
3436,4183
898,448
4321,914
4171,1306
3216,658
2702,2458
2741,2662
4322,2250
4331,4383
1005,3583
2225,1376
4495,1513
1712,1786
2852,4129
3086,256
4564,2507
2458,1639
2234,1553
4997,2948
1914,4802
2636,3154
2149,2400
301,2086
2609,1621
930,2646
2689,1184
3092,4611
1427,3444
2763,3393
1372,1013
786,774
867,1807
4766,2107
2587,1782
3787,3882
1011,3502
2187,1925
3720,17
3092,198
3229,2198
1591,321
100,1771
1484,3903
1717,300
2587,1478
1406,4436
788,3038
2117,1935
1556,2232
1607,482
3396,4497
1340,4710
507,3177
4665,273
2751,4259
3279,1768
4627,2065
3241,252
1556,4142
2213,3064
1459,4502
2130,4098
2288,1895
3245,2079
1677,2570
887,3632
4828,151
4090,2168
2454,679
654,4226
2352,4620
1029,1160
3098,3165
2416,3742
2415,4528
2824,2991
3353,982
1223,4531
1744,1022
2748,1986
3077,3619
3921,392
4780,1749
575,2628
1335,494
2341,2947
2848,2294
1301,4807
403,2234
981,4053
1518,2074
3138,2628
3195,182
4760,3911
720,4507
4894,4468
4136,88
3498,4019
2081,2033
1329,3093
3144,64
3998,1743
1115,2859
3402,371
3606,791
945,669
1796,1372
1265,1491
2212,4418
3593,1985
1248,4512
1860,457
1712,2152
1445,4510
4818,2876
115,4420
805,1794
363,4840
4261,3476
2550,3804
4261,3715
2176,1386
3852,4576
2772,2422
3558,4864
4460,3298
1706,2061
1053,1186
590,16
3836,3599
2941,3230
3973,266
1189,2443
4800,1895
4429,3538
40,2619
4267,3534
322,4608
1788,3756
