86,3412
532,3732
3766,635
2698,1522
3264,2213
2531,4721
451,1674
830,3509
372,1868
1705,2375
3176,4425
4251,4567
4026,3404
1095,915
790,3803
990,1484
1916,4758
2060,1290
1031,4119
1193,2278
1074,1505
3432,722
4992,1522
57,2803
1629,1350
2345,2653
1418,2214
4201,1554
4319,41
2475,4083
671,4562
3518,1997
243,2549
3049,3495
1202,2992
1517,2822
3357,2367
948,4
1595,1335
1566,3987
1276,3378
2835,939
2727,3677
1540,4508
474,3503
2452,2994
2319,782
3087,1998
3366,2979
1406,130
1685,4995
4665,836
683,4982
1003,2202
3305,801
130,3631
2165,4822
1494,4864
3688,2945
1903,2696
4822,1740
4409,3913
553,2908
3829,195
1984,523
3235,3663
2054,3956
3775,601
141,4308
1825,1958
1500,3751
3405,3559
581,1946
2643,2260
4165,2624
1804,516
1784,4328
1409,1345
282,4712
1431,547
2877,204
1535,1981
4299,4868
941,1226
3717,2226
3254,45
4724,4310
660,1100
3605,332
516,3997
1345,4776
3910,4714
3803,1035
598,129
2546,2593
2578,4612
3071,755
1952,3849
3788,4159
4075,1513
1414,3125
1660,1352
2035,3077
2941,4563
3905,4602
3454,4684
2288,2677
2185,4451
4791,4697
1762,1092
266,4736
4624,1994
3068,1507
2685,891
3825,1171
4241,1999
1654,833
1391,3381
2337,2897
469,3827
3437,3131
3094,1098
4720,4987
1771,4720
3662,3895
905,783
384,1721
2434,2876
4821,1369
1535,422
1258,3732
4252,4669
3706,3500
2932,4406
930,762
3842,2003
4585,2237
4607,2388
2114,4417
602,1504
3029,3081
2321,4758
2631,2346
37,1691
1126,3810
3215,1673
1782,3326
3405,1434
1963,4890
3792,1725
1277,4317
1294,2147
2058,4157
1596,2575
4735,81
2694,4943
1446,4041
4478,1465
811,977
2827,4060
108,38
2607,998
2141,3595
4315,3006
816,162
1861,3388
2057,4907
856,1202
795,684
2371,2113
2566,3930
128,680
3952,129
4738,122
3422,1213
3984,3015
368,1746
2612,3873
2788,3864
3190,2210
2054,1452
2252,1611
2129,2853
2558,1375
4547,2896
1657,655
4317,3903
2810,70
3788,2269
2227,4516
1439,3374
3576,690
1963,2725
1328,1715
833,3279
674,3967
563,4199
2039,1554
3505,1662
778,2487
3927,2292
282,3450
1348,3128
3103,4670
131,1206
208,455
370,2187
2374,4721
3836,3944
1534,2363
2777,1501
4947,392
1458,2441
1876,4486
4857,543
2077,1397
996,738
1407,3936
4541,69
4770,767
2762,1518
2445,2980
4120,2129
4456,3998
4444,2504
1039,3086
2862,438
1913,272
431,618
3217,2826
1165,4770
105,3256
2814,4878
70,1932
4230,4724
2969,2442
2407,4513
180,2960
79,2192
283,2538
4500,2865
746,4203
789,147
2735,4509
1372,3233
3261,790
4673,3921
2536,3567
827,4761
118,1062
4251,1105
3898,4997
646,1777
3869,2364
2554,3302
182,3891
4121,2372
1634,3629
2854,449
3374,1194
1021,4834
3905,2649
3498,1022
66,1731
767,3477
3696,4498
512,4674
3977,4292
3206,3796
2890,3835
802,930
2023,1698
972,158
2516,580
3119,612
3415,4028
3952,2863
2214,2697
3080,3887
2783,3532
240,3627
1505,685
1037,1052
614,4085
951,4568
4176,2476
4735,785
2095,3184
2739,1191
1369,4363
3013,2278
4622,4259
4238,61
1523,2506
1475,4973
3685,3848
1917,4123
4868,4695
3250,33
2093,1213
1470,4345
3471,1888
2512,3841
1296,1410
254,2090
3200,4269
276,976
3349,889
506,2023
4818,1066
2051,2276
661,2612
4750,3064
1349,4969
4168,4766
994,3450
724,729
4751,2818
382,1057
4502,3940
4195,2849
301,4558
3549,2827
1575,1353
384,3970
3312,2895
4706,2278
641,1762
4600,1193
1674,2974
1831,805
4449,876
1485,1719
1851,2248
605,3969
1442,3745
3194,2358
1755,3260
965,2370
3669,2397
2145,4198
2321,4113
2525,4618
3714,3081
2225,3887
4111,2848
1069,2303
4787,1543
3274,920
196,785
1607,4536
3054,1516
2802,1615
3036,4108
4801,341
4903,1021
3467,906
1219,4539
19,2713
1793,567
1347,2882
2086,1303
504,339
496,643
3404,4788
743,566
1993,1287
3899,4464
2065,1587
3679,3819
3108,4847
2569,1048
854,2725
269,3860
4940,3395
3365,909
3737,774
2669,3295
2799,3396
1903,4651
4115,4671
3264,2230
1366,494
158,1844
2045,706
2753,2170
3674,3592
3504,2027
4226,2958
3066,3902
1237,1732
1578,866
4390,665
1835,578
2658,3874
2403,1431
3851,3933
1418,1556
4319,918
2845,3600
4330,4976
3932,1234
290,4179
4214,1832
1835,3295
2801,4548
3327,4104
38,4689
2527,2751
3575,4160
2651,4716
1032,3289
2002,4956
1062,4491
3105,539
1238,1831
300,1707
313,122
2464,4260
3506,481
266,3532
4135,3809
1823,1792
3468,4900
3531,4605
1619,4641
2221,2581
601,2504
4666,1559
1108,1423
3819,2625
3839,4598
4201,773
4942,4987
2946,2902
2392,709
4841,1940
3899,1208
3724,2925
1404,3960
1969,1798
2729,4504
1793,2990
958,3364
4282,2077
4486,4839
4811,3354
3784,3759
527,1021
2689,4616
3181,4426
4201,521
3921,2059
4687,2606
4824,2557
3724,4285
3765,690
4046,2524
2018,3124
3255,4321
4869,888
1320,466
3189,4627
1770,1240
4709,3519
460,2390
2774,2707
2303,2499
916,2361
3041,615
1913,3380
2665,4498
1665,1976
1651,4377
2702,2864
1629,1635
1564,4930
2632,1382
427,1819
734,1281
4714,2171
717,1124
3482,2601
341,3561
602,4697
4430,1894
3400,2386
3212,212
272,4795
4055,4589
1098,4925
3934,3917
1518,2055
1168,4155
4615,205
418,775
3669,65
2976,3923
2141,4124
3619,1478
1193,3330
1624,1551
3949,2639
1923,3341
4808,918
3321,1980
737,2894
312,2040
3675,3954
121,4400
2901,3690
886,510
1026,1656
833,2925
2354,3330
4443,3374
732,3856
2922,4764
4836,1850
4801,594
3157,2894
2647,4935
2158,3361
2767,1825
3797,4894
3574,2083
4417,172
246,3390
2872,268
3581,4408
956,4085
4812,201
1942,3130
4203,2118
2547,2587
3346,3898
4108,3784
910,4380
1641,528
4016,4809
2205,1043
4054,128
4234,2024
151,86
1898,1847
4521,3719
3168,1109
1531,1698
214,1369
3105,218
54,3098
2290,3136
1843,2900
2474,3897
3279,3053
3187,2202
224,4520
4951,406
1594,1589
4310,2446
1167,137
4560,4285
2516,2388
4435,1880
1238,1791
510,2120
2439,199
1604,3096
1277,3392
1591,252
994,989
46,1851
870,3433
3018,2684
4542,3738
2141,2438
1777,484
1399,258
4530,2865
1274,443
1768,1321
4925,57
1356,64
2987,794
1938,481
4445,2574
1278,49
4442,4234
4437,51
49,3250
2715,3112
4269,3371
5,3875
1713,2908
885,1720
1048,3183
374,1462
4919,3257
4640,3779
1731,138
3886,1639
11,1961
1123,889
2846,278
2893,383
1175,1495
3054,2913
3488,4438
3853,3408
4267,2082
4693,2471
4854,934
993,4144
2938,840
1677,1911
2645,3834
220,2247
3913,2444
3707,3411
32,3968
4946,4596
4186,1927
1396,1601
1134,1769
935,4148
2199,1928
3101,3945
2802,683
1459,765
4470,4388
3505,4689
2202,1527
4678,4885
4222,1950
1146,3470
1323,2965
1525,1474
3621,1868
2325,4528
2313,3494
1874,4223
72,3549
2232,4155
1924,3239
2116,3520
2049,4409
3683,4586
2788,3584
1667,3260
929,3533
4655,278
1579,119
1084,328
4357,3807
1844,1529
3055,3670
549,2772
2027,4956
615,3013
1341,22
187,2284
803,3841
3534,4938
51,418
545,4769
2456,2693
4819,4342
3149,368
2269,4990
2586,4542
1024,3354
3715,2955
2810,670
889,4167
4869,1084
2228,1005
1169,4884
3761,1554
808,958
3193,856
2754,1585
4304,1154
3864,4155
567,2679
647,3309
2482,594
105,4812
2336,4996
3998,3099
4066,4583
3202,656
1989,992
2503,986
3012,2561
72,4090
2935,286
488,4542
3467,208
3880,1127
2683,3977
2039,2223
1441,4557
1365,3282
3071,1506
2307,1842
477,2748
317,1656
4337,1719
801,205
3267,78
1100,1451
4379,3685
174,626
504,4669
2371,3278
3907,422
1433,4494
3643,3561
3119,2757
1528,4264
2393,534
4611,688
988,4125
2479,1106
4066,3414
1686,1250
523,1679
2124,1399
3236,3180
3473,2658
3778,2503
1620,1772
4265,1795
4549,4026
959,621
4406,2643
2186,2767
4329,2146
4172,4775
914,2139
1689,2086
870,3628
4610,2051
2214,232
1256,2319
267,155
3312,259
4320,3161
3288,4381
3306,4279
2509,4540
1808,789
727,4670
32,3060
477,2054
1018,2045
2508,4742
1942,4450
643,4288
1353,3890
1557,2643
1325,3684
2955,305
4383,1844
1698,2607
1090,2363
844,2076
2333,2281
3016,693
2923,3233
4398,2160
1092,4144
638,3708
4675,3403
4013,114
233,1698
2516,3875
710,1292
868,2909
2683,3311
241,3428
55,3157
1520,850
3470,4418
2062,4292
1224,1812
3705,1268
955,2286
542,4747
2298,2078
162,3553
3032,4821
479,1830
2576,3895
4161,4927
4778,1164
4819,2984
1278,4652
1318,2871
2553,4591
4488,1034
3129,1337
574,1084
573,2623
1409,2764
2590,4532
3702,1444
174,3452
4479,1570
1772,4565
2770,3711
2402,1034
1960,1110
4506,3818
1694,4908
1425,507
4848,3918
3136,176
3667,2055
4432,1777
4580,2332
2110,3015
3141,364
1922,2617
1768,3242
4053,896
3569,720
3083,2077
1337,3038
3405,4747
3274,4135
900,3679
3928,1103
105,2765
2798,3799
697,3873
4941,815
960,4477
2097,3978
1418,1664
3115,4607
1210,4136
1017,475
48,212
2234,3110
680,1044
1914,2461
103,2541
3811,2033
4049,518
4064,138
2648,4393
4951,2081
1034,4856
288,3044
1944,4299
4260,4047
3512,4082
3024,392
2541,2005
2484,2879
3354,0
3859,3910
965,1111
735,4370
2766,2930
3804,2807
2610,3652
1523,3572
2921,3048
233,29
1353,1134
1780,3307
2398,353
2606,3272
2622,701
3317,2074
3236,747
1020,267
2252,3047
575,3637
4515,3483
4140,255
4684,2438
3170,1668
111,3424
4920,4841
3076,1265
3941,1820
3626,2544
2799,2176
847,2486
4294,3195
4535,1063
274,4361
1029,2427
489,1310
855,2705
1167,4284
4979,1934
433,3899
2624,4884
3477,1341
4224,1336
1715,857
4489,3271
844,4152
1833,4142
2292,399
2054,2740
3638,3209
2486,2984
148,1362
3332,4937
4788,1778
4878,802
40,1295
641,2787
94,3813
1460,4416
4448,4592
2234,2745
1389,156
1052,1337
3630,3299
4513,1438
2551,2961
4559,2542
1845,1120
3293,3672
1127,3936
1038,4607
2700,4977
289,814
3329,2677
1664,3305
2975,4806
806,1319
1671,4249
769,3669
1002,1915
1245,3932
3717,310
1256,1649
3996,4720
970,712
4733,169
2246,4341
4269,1688
3564,3409
2035,914
3424,522
3499,4885
4967,840
724,3567
4830,2278
2023,1536
2826,2877
2177,286
22,1672
468,3587
1602,405
2911,3727
3429,345
145,849
4731,3567
164,3988
2560,4329
3993,4741
367,1608
139,2567
1483,3029
1829,2977
2387,929
3243,2793
1277,3605
2880,279
718,2620
1813,483
2272,4574
2693,3709
2742,3095
2860,1991
4235,1759
3993,1125
4140,1701
31,2707
69,1930
1098,3499
3545,860
1231,1379
3511,569
4578,2491
378,550
3900,197
2592,4429
2986,3570
2060,2433
207,4188
1046,1955
2340,3194
2200,4533
802,2494
302,4167
1262,2796
1749,3825
2139,2968
4043,3752
4015,3804
4568,1408
4000,1708
4196,3762
2541,1945
4515,3796
4595,2992
757,720
1369,1850
4690,303
3925,3407
2798,373
3528,4557
4868,1354
3468,4893
4142,843
3714,4602
3596,4230
1847,3305
1784,1969
1322,862
2609,1851
1141,3899
3484,3856
1750,4337
2464,4239
2419,754
589,1517
4748,4700
3788,4729
4087,177
2945,4857
585,591
1897,658
4312,1618
2640,2200
4537,2965
4286,89
548,1368
804,4775
301,4993
523,3214
2207,4302
3834,4500
1346,2475
1851,1125
4806,2760
1083,796
4445,2145
4483,1999
4871,4580
1063,372
4524,53
3711,4726
446,4826
1285,132
2704,3866
3597,1541
884,4940
3640,4420
4665,528
3532,626
4316,4517
4622,2024
264,1682
2483,4238
481,3237
72,932
1518,1025
4718,3105
2970,4168
3678,3972
4177,2689
1042,2857
2024,363
2060,2213
4782,4015
416,1184
1193,1800
3375,152
1254,1542
2423,4424
2650,4602
4421,4262
1368,1660
3312,1597
3894,4964
3830,4117
2341,2527
3893,2267
1050,684
3567,54
3816,4779
4490,2078
4829,650
3772,2350
4568,1322
1111,4936
1232,4097
4784,1933
3662,2683
4018,3752
2305,2739
450,562
1191,4207
3092,780
544,4157
835,615
1164,430
4143,3460
3084,3552
4487,4539
3609,374
2658,3342
3205,571
1650,905
2640,3496
3346,4894
1760,3559
1878,269
1398,3126
3006,3055
2115,548
4553,3740
3998,2644
3582,3962
1259,3243
2803,4220
2531,1381
418,4042
3058,4817
1230,1412
4978,2670
3622,1893
4684,2517
4758,1737
2905,580
2652,3619
0,3443
2276,4610
2399,4
1155,598
3126,4612
4597,3510
1245,2050
651,1608
1970,2086
4884,649
760,3327
2417,2172
204,4622
1844,2095
4288,3455
3304,4870
1986,1791
1662,3983
1615,4325
3787,3237
2505,4066
3772,3657
1424,4077
3387,571
3616,3198
4372,4401
3708,3340
465,3989
3292,4853
542,497
1265,4237
3903,3474
4010,3025
24,2972
2524,2610
2617,3232
4283,449
4987,205
310,1412
4670,2240
3744,4645
1058,3698
3324,852
2392,3249
2313,3587
3618,4455
2397,842
1649,4392
2077,3894
4457,3376
4889,616
1616,618
4700,3789
1249,3454
1365,3088
588,674
2920,2206
4416,3654
2892,3421
2545,3959
3324,861
3778,4334
3515,1508
2276,1765
2446,4049
3280,2546
1535,126
3679,1475
4644,1340
2433,2262
346,2292
1160,1465
4646,4832
4806,3855
3655,1721
915,3608
409,3706
3477,3594
520,4071
4055,1600
312,3455
2634,3811
401,97
4597,464
258,2315
1037,2398
2809,4159
1753,82
2324,3471
4042,3641
3638,1107
1448,1845
2418,4184
3936,2449
1340,991
4874,963
4457,4916
1340,3719
4299,416
1044,4305
1138,4062
1486,2812
1777,1417
559,1849
2365,4835
3374,2761
1127,1212
4353,606
4216,4823
983,1576
2274,3514
766,915
755,4590
1335,261
567,648
9,750
2441,3868
158,3815
566,4517
3943,3345
1644,4341
686,1567
4336,695
2659,4842
1961,1958
3936,790
182,380
4452,4794
876,749
4759,976
3787,4852
2901,4365
2989,704
4032,51
1966,1136
4785,4416
3296,4330
4013,1936
1130,2311
482,3572
3757,3839
1299,379
1703,1360
1434,4026
1025,3239
4333,66
1102,4526
1106,417
4228,2920
2264,3094
2995,2460
3709,1112
4927,3075
1983,1194
291,2790
966,1130
1175,3170
3734,4448
4403,1606
1959,907
3174,3383
