1133,203
2174,774
1406,2577
4213,1398
239,4993
1846,770
1763,2621
3521,1175
4814,1309
1850,3828
3967,257
4262,1373
2963,1639
1732,1879
2572,3869
3019,3736
237,4123
1108,4317
50,1083
2525,4471
1605,665
1320,1556
4587,2001
640,592
2048,871
4913,153
168,1854
41,2984
4138,1149
2075,3819
79,3772
3115,1911
3937,3177
3513,3810
33,2089
149,4309
1092,3650
926,3383
4752,1009
1273,1532
1825,4181
4523,4385
2281,1464
1225,4897
3422,3232
2894,4170
2191,368
2517,3788
1974,4981
394,2154
2299,1828
3260,4399
2195,3806
4747,3482
1149,1112
3870,2002
1360,1110
2916,393
3261,4359
873,2464
398,153
4012,3081
15,3013
3472,3298
3584,1960
4333,2330
2811,4330
3186,2279
4881,1262
332,3325
4697,639
2962,3330
4762,3009
2663,1335
671,671
1775,3145
3711,4118
949,3724
2184,1494
48,2596
2838,3116
2157,1105
4153,4128
3425,3208
2426,1837
3749,3457
3804,4754
3624,2378
3157,780
4012,1639
287,3852
3473,1093
5,2347
3220,3579
4572,1629
4960,4479
2622,2658
1436,497
2483,4695
1862,341
1882,1364
4097,823
891,2518
2599,2989
2087,2974
4932,2676
2518,1889
2650,4125
4215,1424
3309,4405
4275,4815
2445,4799
2234,2296
442,364
209,4396
3041,3900
4857,1304
2879,2990
4430,4785
401,3346
2619,3804
3285,1091
291,2991
4825,490
3388,3498
2190,3771
1418,3311
349,4866
1830,1092
4310,2220
105,43
1067,2937
3872,2844
3286,3252
418,1870
1673,1466
2770,2287
2482,2424
4764,2511
1774,3027
1931,3696
931,5
1741,243
807,4270
2699,4391
90,289
151,4564
2143,335
3621,3897
2779,2296
3204,966
3823,1201
2307,2069
4668,19
3678,1289
2894,3892
2268,3654
789,4816
3955,4913
208,133
569,1486
4016,4204
2954,2614
3911,3549
1271,3393
2890,749
3107,1304
3493,2880
3630,3976
1210,2698
2884,1414
3900,1310
380,3191
3981,2372
3653,3248
3196,4154
3980,9
1647,4698
3851,1836
4435,2712
4039,4997
795,2098
4493,3024
4858,1404
3652,4170
4965,3563
3980,1788
567,1082
245,724
4877,724
799,1615
2377,4550
2977,2943
4802,192
2167,194
2571,2981
2251,2363
1916,391
3017,3303
4913,4765
1845,3932
1784,118
537,3077
4045,3234
442,2264
4935,3500
1907,1957
974,1141
4822,404
939,4425
2663,1580
4156,2369
3580,1525
906,176
3246,2030
3646,764
4633,3865
3382,2973
1561,927
4349,4174
412,4904
2714,2404
369,4109
3899,3041
18,4064
529,3433
3538,4866
4581,682
1237,578
3579,881
4331,1266
1275,4161
4412,141
3672,771
3944,2803
4915,2065
851,4314
1015,4246
3772,959
2862,2195
4935,1747
2624,4787
3942,1912
666,905
964,4556
2642,2244
3776,4589
1902,3204
4923,1696
1900,240
209,3858
1608,4646
2974,892
1474,4515
2491,2404
3046,4872
3220,2309
2646,2267
1854,2581
790,3961
2076,1070
2095,1896
1901,2593
4910,3459
3541,570
3817,4491
2545,1005
3558,2546
1498,329
2047,2024
4852,2057
2206,3657
422,1867
2642,4738
2582,2517
3198,2873
2633,2335
1946,951
2508,3626
2856,1444
1867,3286
402,4748
2199,4153
1399,2010
2691,1735
1529,3576
94,894
2179,2407
1127,1500
3306,475
4987,4029
1058,1081
1717,1767
2701,125
1551,3374
588,2083
3233,3754
832,3122
1613,973
2861,1165
700,858
1192,2396
2564,2467
2391,4330
4391,2408
4659,684
1045,592
1029,3195
3210,4249
3733,4300
